site_id,timestamp,traffic_load,num_users,average_throughput,peak_throughput,signal_strength_dBm,interference_level_dBm,energy_consumption_kW,sleep_mode_enabled,handover_failures,latency_ms,optimization_action
S002,1/1/2017 1:00,27.43121137,28,3.82742599,7.049902439,-88.36882973,-106.3264821,1.478059948,TRUE,0,15.23234343,no_change
S006,1/2/2017 9:00,7.884158614,8,1.404681544,2.335044874,-80.42553959,-100.7808554,1.625136195,TRUE,0,11.33260352,no_change
S001,1/2/2017 2:00,86.21448066,94,2.749432734,4.456021813,-96.80034684,-98.56280673,4.829151327,FALSE,1,23.80310713,increase_capacity
S009,1/2/2017 16:00,74.39734195,108,7.790773201,14.81777946,-92.23835499,-89.96750753,2.633129505,FALSE,2,21.4691937,increase_capacity
S002,1/1/2017 9:00,82.01172456,87,12.7763931,25.11247257,-84.75347045,-107.0378718,5.082024139,FALSE,0,10.58784724,increase_capacity
S007,1/2/2017 12:00,58.22983318,77,14.86213851,25.75591737,-81.27395104,-110.6839086,3.348303008,FALSE,0,20.31523769,no_change
S001,1/1/2017 8:00,26.20292944,33,5.005893636,6.306669972,-86.8754039,-96.94451524,1.179126822,TRUE,0,16.48009314,no_change
S010,1/2/2017 6:00,13.68970356,15,2.331387453,4.285402308,-84.35495422,-102.4166609,0.969996665,TRUE,0,21.22434021,no_change
S007,1/2/2017 1:00,31.4552325,43,5.640738438,10.338633,-85.51317255,-99.99998046,1.915137873,FALSE,0,29.07592033,no_change
S001,1/1/2017 3:00,7.683899694,9,1.156031804,1.801677013,-84.99105387,-96.66901218,0.867800724,TRUE,0,25.7510725,no_change
S005,1/2/2017 9:00,32.12500336,33,3.831747179,7.244955601,-85.74452911,-97.30944277,2.636223962,FALSE,0,14.80462388,no_change
S009,1/2/2017 23:00,38.06356949,46,4.74487424,6.880138742,-88.55605209,-109.314868,2.647822998,FALSE,0,27.47976717,no_change
S008,1/1/2017 6:00,37.28579164,50,0.816455977,1.217801191,-98.15165763,-94.28512726,1.436170252,FALSE,2,13.83805302,no_change
S003,1/2/2017 11:00,28.22606984,37,5.559070639,9.813818553,-86.05798014,-92.65964801,1.006900624,TRUE,2,23.36756737,no_change
S009,1/2/2017 11:00,59.18365425,82,9.039459501,15.02563352,-88.63955693,-100.6916506,2.098147165,FALSE,0,18.37733685,no_change
S001,1/2/2017 7:00,47.2100678,68,6.97996032,13.57971743,-90.22250195,-97.80229902,2.13518436,FALSE,0,14.72829421,no_change
S008,1/2/2017 23:00,11.57073348,13,1.072377315,2.076747375,-92.60805382,-90.1929551,1.422712646,TRUE,1,31.28651401,no_change
S008,1/2/2017 2:00,24.00802949,31,3.904784094,5.250497778,-89.25251848,-102.5402973,1.86261423,TRUE,1,22.57043954,no_change
S005,1/2/2017 23:00,45.09462147,47,4.816220309,8.195242431,-88.58429596,-108.9970466,3.570666405,FALSE,0,16.7784092,no_change
S005,1/2/2017 14:00,19.39709499,26,0.5,0.82336549,-100.2250861,-103.5286176,1.170955781,TRUE,0,29.08903089,no_change
S009,1/2/2017 3:00,93.16302035,100,10.75828246,20.87646539,-89.29327682,-103.4678453,3.019482756,FALSE,0,24.98227129,increase_capacity
S001,1/2/2017 0:00,74.65393301,84,9.416221682,18.33751072,-88.75722108,-104.8776664,2.560364572,FALSE,0,17.01929267,increase_capacity
S003,1/2/2017 20:00,45.44678305,57,4.973387187,6.799883627,-90.88374144,-96.66273029,1.991522887,FALSE,1,27.80415064,no_change
S006,1/2/2017 15:00,72.88317782,83,1.968064522,2.500369286,-97.60578005,-96.91910521,2.29213051,FALSE,0,29.59176535,increase_capacity
S008,1/2/2017 4:00,60.52950471,84,0.5,0.641842965,-99.59940363,-101.1938621,3.32344433,FALSE,0,10.99243572,no_change
S001,1/1/2017 19:00,83.30799316,84,12.02886943,14.60764481,-85.54363664,-90.35728222,4.038764395,FALSE,1,21.18733766,increase_capacity
S003,1/2/2017 6:00,43.86588197,64,9.714589553,18.38797039,-86.03449503,-106.5173156,2.40463883,FALSE,0,9.109332885,no_change
S005,1/1/2017 9:00,69.16918027,92,16.67955274,26.29783021,-84.12946339,-97.39258062,4.745556192,FALSE,0,15.3050654,no_change
S004,1/2/2017 22:00,15.24745063,18,1.272983303,1.932719694,-94.08651938,-103.5545227,0.674425282,TRUE,0,28.95795017,no_change
S007,1/2/2017 10:00,39.23205293,48,9.006471852,15.91343783,-78.84613071,-93.82140556,1.958953095,FALSE,0,17.31505875,no_change
S009,1/1/2017 16:00,80.59125479,92,6.776789017,12.97214706,-92.19253189,-99.41955314,3.479560748,FALSE,0,12.69729165,increase_capacity
S004,1/2/2017 4:00,26.32705693,35,5.248647866,8.43060334,-82.84174245,-107.9647186,1.900332822,TRUE,0,10.74503396,no_change
S008,1/2/2017 6:00,76.96196794,77,5.680447149,9.994515364,-92.83545864,-98.23936002,5.279073651,FALSE,0,17.60886976,increase_capacity
S008,1/2/2017 10:00,65.41702614,70,4.456639991,7.473531622,-92.08839905,-117.5421433,4.420855333,FALSE,0,19.74167263,no_change
S005,1/2/2017 17:00,47.82053169,48,8.127492695,15.01557267,-84.64328799,-102.962479,1.623988637,FALSE,0,18.57585999,no_change
S005,1/1/2017 5:00,47.66095766,50,3.549953197,6.815820387,-92.65750905,-96.03546574,2.41450766,FALSE,0,28.82243356,no_change
S001,1/2/2017 16:00,78.18148773,102,10.13024118,15.92829129,-89.0783646,-91.28717189,3.884986728,FALSE,2,24.74501997,increase_capacity
S010,1/2/2017 5:00,88.79667029,127,8.387179179,10.22862463,-92.72458214,-98.08057644,2.080277315,FALSE,0,16.46634488,increase_capacity
S006,1/1/2017 7:00,64.40737264,69,11.17141027,22.24854136,-81.90989143,-97.85925915,2.29650378,FALSE,1,29.53065192,no_change
S010,1/1/2017 22:00,50.14564052,69,10.46123555,13.65835103,-85.8531841,-97.92949211,2.782587034,FALSE,0,21.67946223,no_change
S006,1/2/2017 0:00,60.79313631,84,0.726548458,1.446473771,-99.00492559,-96.07920579,2.903336214,FALSE,1,28.1791506,no_change
S005,1/2/2017 13:00,45.71695313,50,4.8143605,7.834143372,-91.16382082,-107.3798737,3.96887399,FALSE,0,15.38681263,no_change
S010,1/2/2017 1:00,52.5685353,57,1.524402077,2.950396569,-96.9296324,-97.85462439,3.895748849,FALSE,1,23.16737694,no_change
S003,1/2/2017 4:00,53.33912104,66,14.28641638,19.97407954,-79.49343925,-106.6733073,2.139174602,FALSE,0,10.09678961,no_change
S008,1/1/2017 8:00,72.71675776,80,4.928676566,6.454276912,-94.19327507,-97.74694138,4.958358856,FALSE,0,14.76268196,increase_capacity
S002,1/1/2017 5:00,56.47789794,76,5.774680186,8.083824072,-92.8361666,-95.49035848,3.916899371,FALSE,1,18.49395457,no_change
S009,1/1/2017 0:00,49.10261605,50,4.723315545,7.621581667,-92.12583505,-87.91825344,3.154163348,FALSE,0,14.39902573,no_change
S002,1/2/2017 23:00,21.90774416,30,6.456116496,9.625430072,-81.12951041,-97.33354427,1.223100535,TRUE,0,16.91898897,no_change
S010,1/1/2017 3:00,89.33701357,90,8.826375996,13.54394086,-89.28029971,-95.87968126,4.348893352,FALSE,1,20.55883896,increase_capacity
S006,1/2/2017 18:00,58.22485804,79,18.01013088,22.08218638,-80.36739215,-105.584257,3.361862447,FALSE,0,13.62804881,no_change
S009,1/2/2017 0:00,16.97389767,18,1.723123315,2.314467014,-90.30910843,-105.1034123,1.575893723,TRUE,0,12.66622805,no_change
S003,1/1/2017 14:00,63.5101856,81,4.201722956,7.785290623,-94.07157837,-88.22120656,4.490941046,FALSE,1,13.10049106,no_change
S005,1/1/2017 11:00,39.51631229,46,5.410050446,9.43622971,-88.22762303,-104.1303728,1.695052679,FALSE,0,18.38249627,no_change
S002,1/1/2017 22:00,6.708593789,8,1.530434871,2.207920371,-76.85610526,-93.50748506,0.645854808,TRUE,0,28.95538624,no_change
S002,1/1/2017 15:00,32.52744386,42,2.554962374,4.958242601,-92.81518885,-96.46669525,3.432039375,FALSE,1,26.51070632,no_change
S003,1/2/2017 18:00,24.2764662,27,5.202427243,10.0981518,-83.03680973,-92.45505248,1.410682342,TRUE,0,17.9386792,no_change
S005,1/2/2017 3:00,63.29697849,83,6.633851472,9.772691994,-90.48644852,-105.7639648,3.875022359,FALSE,0,22.58414892,no_change
S003,1/1/2017 22:00,46.93022153,54,6.052126797,10.83522515,-89.85998972,-93.64254712,3.388815029,FALSE,1,12.68937083,no_change
S005,1/2/2017 15:00,34.85766388,38,8.075604053,13.01441544,-82.04141627,-102.7539303,2.389343829,FALSE,0,21.70239615,no_change
S010,1/3/2017 1:00,70.02608507,102,5.180360145,8.557650072,-95.05715375,-97.27169141,3.963655934,FALSE,0,19.46762665,increase_capacity
S006,1/1/2017 18:00,51.50184418,59,3.320062082,6.036813091,-93.59327371,-98.67215033,2.126688404,FALSE,0,19.66593943,no_change
S001,1/2/2017 15:00,69.33053332,78,5.569574816,10.64929722,-92.59772786,-102.0430028,3.438097112,FALSE,0,16.9887577,no_change
S007,1/2/2017 18:00,9.177952969,9,0.937808563,1.758432868,-87.36085199,-108.7717992,1.157317147,TRUE,0,21.3393321,no_change
S009,1/2/2017 17:00,26.74368841,30,3.055650816,6.069462894,-89.04762454,-94.65977805,1.87588332,TRUE,1,30.51462222,no_change
S008,1/2/2017 1:00,49.60281764,67,0.977523665,1.565232138,-98.2291675,-98.80132628,3.477182354,FALSE,0,27.41826464,no_change
S004,1/1/2017 10:00,86.69319802,118,13.77015418,21.71513389,-88.44369978,-94.15002443,4.936502883,FALSE,1,11.31878227,increase_capacity
S009,1/2/2017 15:00,85.93532795,91,8.631713753,13.12713318,-92.01941951,-100.3822819,2.787606175,FALSE,0,14.9712814,increase_capacity
S009,1/1/2017 2:00,89.78316726,111,13.12883185,25.95458004,-89.70676028,-100.5849619,3.189164292,FALSE,0,23.32526605,increase_capacity
S005,1/2/2017 11:00,12.6244122,16,1.108784477,1.788691628,-91.94418925,-105.4268583,1.470168163,TRUE,0,14.20471798,no_change
S001,1/2/2017 11:00,83.05173346,105,8.604494204,15.34110461,-90.15148286,-97.66916872,3.93951828,FALSE,1,11.58135204,increase_capacity
S006,1/2/2017 20:00,87.65033824,100,12.26364769,21.18788698,-88.32585171,-103.912768,1.915194721,FALSE,0,13.38556698,increase_capacity
S002,1/1/2017 2:00,19.35970407,23,2.574398574,4.735901831,-88.6985364,-98.719245,1.719237579,TRUE,0,27.77279457,no_change
S003,1/1/2017 21:00,62.79385305,68,4.22065313,6.043831236,-92.75392794,-102.6158756,2.683468127,FALSE,0,24.76318576,no_change
S002,1/2/2017 1:00,73.71767073,109,13.81959566,24.8390358,-85.02903834,-98.05804,3.949070474,FALSE,1,18.46612548,increase_capacity
S001,1/2/2017 22:00,52.7844496,69,7.631842397,14.61212782,-88.2133904,-95.85829959,4.177824775,FALSE,2,25.78514333,no_change
S009,1/1/2017 11:00,10.93592427,16,2.946082875,5.182640982,-83.88483775,-110.7756938,1.568094018,TRUE,0,8.023868424,no_change
S002,1/1/2017 4:00,45.76750788,50,5.069148677,9.965026144,-90.04047005,-111.1116397,1.470587409,FALSE,0,15.02839518,no_change
S008,1/2/2017 8:00,52.04198968,58,5.477649774,8.131273487,-91.29564206,-95.78991954,2.118287731,FALSE,1,19.34542161,no_change
S010,1/1/2017 21:00,63.65673558,90,10.51196535,20.71830427,-89.14679824,-106.4930871,3.38886097,FALSE,1,14.35035618,no_change
S002,1/2/2017 8:00,48.15292754,65,7.205846869,10.72132365,-90.59816444,-94.75779063,3.837331319,FALSE,1,24.91466712,no_change
S002,1/1/2017 16:00,8.730002102,11,0.803553196,1.324830602,-93.16442682,-101.3812311,1.049016448,TRUE,0,27.80234671,no_change
S005,1/1/2017 19:00,94.18957686,127,7.797995826,12.55287598,-94.11137726,-110.5562382,4.237680013,FALSE,0,14.40759682,increase_capacity
S007,1/1/2017 5:00,11.71431332,16,1.989173277,3.182751546,-87.78704672,-89.64356629,0.672674305,TRUE,1,12.90249196,no_change
S005,1/2/2017 22:00,69.74676222,83,0.5,0.674438187,-101.347777,-100.4685381,2.845884471,FALSE,0,10.41572811,no_change
S008,1/2/2017 15:00,48.82913994,58,2.863514386,5.60615295,-94.0449297,-100.4234813,2.080408604,FALSE,0,11.42995326,no_change
S010,1/2/2017 11:00,36.95369191,55,2.195215949,3.720339559,-95.72607214,-96.02236376,4.02482217,FALSE,1,27.37243378,no_change
S004,1/2/2017 10:00,82.3860557,122,5.121367455,10.05528267,-96.43145278,-103.1040289,4.001098803,FALSE,0,15.42550437,increase_capacity
S006,1/1/2017 12:00,82.29034966,85,4.132230095,5.550216053,-94.56409153,-90.58300494,2.170628168,FALSE,1,20.40569,increase_capacity
S001,1/2/2017 18:00,36.87414095,42,4.838202318,6.754194296,-90.00261091,-95.3147009,2.309020976,FALSE,0,26.24504503,no_change
S003,1/2/2017 16:00,12.76888475,16,1.414483234,2.041765142,-92.13122193,-104.0122908,0.91601863,TRUE,0,10.64707136,no_change
S007,1/2/2017 7:00,59.91865659,76,6.283313932,9.219523146,-91.56482566,-98.28319309,3.373106477,FALSE,0,17.86463895,no_change
S007,1/1/2017 15:00,39.89203774,47,4.364798409,6.876048681,-89.63098342,-88.62226617,3.488496057,FALSE,0,30.73951268,no_change
S008,1/2/2017 18:00,83.18944239,91,3.540769911,4.543247423,-96.72660137,-102.1988483,4.809656427,FALSE,0,27.86925909,increase_capacity
S009,1/1/2017 14:00,79.39376136,90,4.252762677,7.129725562,-94.63347025,-93.57727938,2.009854484,FALSE,0,25.58500373,increase_capacity
S004,1/2/2017 0:00,86.61186782,112,18.48908332,23.08537858,-83.94964648,-104.8376403,5.10173796,FALSE,1,27.17040075,increase_capacity
S007,1/2/2017 0:00,54.31894549,67,8.919045244,17.04377422,-87.18972621,-92.99714035,2.646495984,FALSE,1,18.66372844,no_change
S010,1/2/2017 23:00,87.79724375,88,17.0444829,26.52645935,-82.88627977,-112.9781924,4.58126201,FALSE,0,16.57823862,increase_capacity
S009,1/3/2017 1:00,12.92367789,18,1.34497022,1.865973233,-93.26649103,-85.79543995,1.246679346,TRUE,1,17.437256,no_change
S004,1/2/2017 7:00,93.35538079,124,2.690098109,3.596515356,-97.65426411,-98.47843188,5.033185694,FALSE,0,27.13054734,increase_capacity
S005,1/2/2017 8:00,38.39657959,56,2.953233539,4.583576548,-93.59281178,-99.40880612,2.938398688,FALSE,0,18.44361242,no_change
S008,1/1/2017 12:00,6.610497878,7,0.5,0.775415717,-95.45508029,-98.58372578,1.686051562,TRUE,0,18.14084269,no_change
S009,1/1/2017 15:00,38.19706617,42,3.49813829,5.908319348,-90.54380021,-97.4574614,3.744460978,FALSE,0,22.83354546,no_change
S007,1/1/2017 19:00,92.49062327,104,16.8167732,31.40334219,-80.32354703,-105.0193684,5.189620937,FALSE,0,9.159979116,increase_capacity
S004,1/2/2017 9:00,74.81884724,80,8.698443863,14.09193404,-90.49650341,-97.42672963,3.192932133,FALSE,0,25.02031033,increase_capacity
S010,1/2/2017 7:00,70.70401073,71,2.506407872,3.651707707,-96.92791717,-100.8305797,5.016004617,FALSE,0,14.08957715,increase_capacity
S010,1/1/2017 8:00,21.96417471,30,2.10805235,4.077557571,-91.38739709,-111.5259729,1.534131753,TRUE,0,10.58612973,no_change
S007,1/2/2017 6:00,17.29103127,25,3.563231919,4.793301127,-84.98175158,-98.68451377,1.712070708,TRUE,1,30.07929046,no_change
S001,1/3/2017 0:00,80.20779855,102,6.126137957,11.73034713,-92.75526487,-93.40812294,2.238231085,FALSE,1,11.94897348,increase_capacity
S010,1/2/2017 4:00,78.22988675,89,4.078919469,8.018908657,-95.35038431,-94.75088892,5.130620722,FALSE,1,19.14701178,increase_capacity
S003,1/2/2017 2:00,70.50575601,84,10.69279794,19.47787147,-88.5737788,-96.86467632,3.034756128,FALSE,0,23.36187336,increase_capacity
S010,1/1/2017 2:00,78.05515682,103,15.43222795,30.76858225,-87.23707208,-98.16904114,4.179076438,FALSE,0,21.364041,increase_capacity
S007,1/1/2017 23:00,82.79104036,120,18.79339875,27.04111352,-83.93410869,-92.83636488,1.911165872,FALSE,1,22.66617288,increase_capacity
S002,1/1/2017 3:00,13.8741149,19,1.346833177,2.525333876,-93.82312151,-112.7142262,0.763314632,TRUE,0,26.47495947,no_change
S003,1/1/2017 20:00,21.42447413,23,2.352913632,3.745132106,-91.42396688,-106.9292051,1.530517206,TRUE,0,23.5755107,no_change
S001,1/1/2017 21:00,67.25131852,70,9.273876537,18.01472929,-88.43221198,-106.4934389,3.450226734,FALSE,1,23.72730084,no_change
S008,1/1/2017 14:00,43.25592441,56,7.382048407,12.95875587,-88.42118002,-104.4209826,4.032410872,FALSE,0,23.20392996,no_change
S004,1/2/2017 13:00,53.12030304,58,6.283607855,9.584160449,-88.39757991,-78.76271092,2.870693742,FALSE,1,22.64365132,no_change
S008,1/1/2017 4:00,50.39167768,50,7.591513798,11.62695231,-85.77804729,-95.47069788,3.410919681,FALSE,0,13.42521819,no_change
S001,1/1/2017 22:00,33.61484063,49,6.129274565,10.02920428,-88.82036913,-97.54549333,2.418437024,FALSE,1,29.67495841,no_change
S006,1/2/2017 2:00,27.31612895,27,5.423938108,7.551200314,-81.22864377,-95.8718697,1.982993026,TRUE,0,30.04458603,no_change
S007,1/1/2017 20:00,31.4092273,33,1.929454998,3.551581964,-93.23514173,-94.29995942,1.949453421,FALSE,2,21.19146027,no_change
S009,1/2/2017 1:00,54.31556343,61,4.267106571,5.694203,-91.9066475,-102.2157985,2.629959826,FALSE,0,21.46610957,no_change
S010,1/1/2017 0:00,63.32898775,73,10.2959215,19.62140974,-83.28982035,-104.6228754,4.644859417,FALSE,0,9.911812603,no_change
S006,1/1/2017 4:00,85.96268695,105,16.87018659,29.32386669,-82.80641596,-88.05551206,3.00242047,FALSE,1,16.72585596,increase_capacity
S003,1/1/2017 23:00,81.55873766,85,12.87809633,19.99109421,-84.45515033,-95.97877232,4.61181866,FALSE,0,14.11362353,increase_capacity
S007,1/2/2017 14:00,56.16883334,83,11.627481,17.0377025,-87.93085746,-106.3589376,3.562240547,FALSE,0,21.8030361,no_change
S002,1/1/2017 12:00,57.1279883,79,0.5,0.811861507,-100.9245431,-98.29142468,2.635988741,FALSE,0,22.96290276,no_change
S006,1/2/2017 11:00,48.99602061,70,14.27186214,28.35531535,-76.34461351,-106.5293132,3.569329017,FALSE,0,23.68948716,no_change
S004,1/2/2017 18:00,83.59262808,119,14.89107425,20.21213298,-87.68171757,-97.22495816,4.631325662,FALSE,0,23.98989942,increase_capacity
S009,1/2/2017 6:00,64.63166594,74,3.331475155,4.537852892,-94.87499327,-98.54631508,3.666551343,FALSE,0,19.23966606,no_change
S002,1/2/2017 19:00,20.9874794,21,2.792366169,3.842180124,-86.79054855,-95.87795673,1.021989343,TRUE,0,17.44358054,no_change
